id,name,short_name,description
693,Energía de ofertas de balance presentadas por Portugal para exportación activadas por el SEE,Portugal exportación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere a la energía de las ofertas de balance presentadas por Portugal para exportación activadas por el Sistema Eléctrico Español.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>"
694,Energía de ofertas de balance presentadas por el SEE para importación activadas por Francia,SEE importación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere a la energía de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Francia.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>"
695,Energía de ofertas de balance presentadas por el SEE para importación activadas por Portugal,SEE importación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere a la energía de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Portugal.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>"
696,Energía de ofertas de balance presentadas por el SEE para exportación activadas por Francia,SEE exportación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere a la energía de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Francia.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>"
697,Energía de ofertas de balance presentadas por el SEE para exportación activadas por Portugal,SEE exportación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere a la energía de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Portugal.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>"
698,Energía de solución de restricciones por Garantía de suministro fase I,Restricciones Garantía Suministro fase I,"<p>El proceso de solución de restricciones por garantía de suministro es un servicio de ajuste gestionado por el Operador del Sistema que tiene por objeto introducir sobre el programa diario base de funcionamiento, las modificaciones de los programas necesarias para la solución de restricciones por garantía de suministro (fase I), procediéndose, posteriormente, a realizar el correspondiente reequilibrio generación-demanda (fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.10.</p><p>En concreto este indicador se refiere a la enegía asignada en el proceso de solución de restricciones técnicas por garantía del suministro en fase I.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>"
699,Energía de solución de restricciones por Garantía de suministro fase II,Restricciones Garantía Suministro fase II,"<p>El proceso de solución de restricciones por garantía de suministro es un servicio de ajuste gestionado por el Operador del Sistema que tiene por objeto introducir sobre el programa diario base de funcionamiento, las modificaciones de los programas necesarias para la solución de restricciones por garantía de suministro (fase I), procediéndose, posteriormente, a realizar el correspondiente reequilibrio generación-demanda (fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.10.</p><p>En concreto este indicador se refiere a la enegía asignada en el proceso de solución de restricciones técnicas por garantía del suministro en fase II.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>"
700,Coste de solución de Restricciones por Garantía de Suministro,Garantía de Suministro,"<p>El proceso de solución de restricciones por garantía de suministro es un servicio de ajuste gestionado por el Operador del Sistema que tiene por objeto introducir sobre el programa diario base de funcionamiento, las modificaciones de los programas necesarias para la solución de restricciones por garantía de suministro (fase I), procediéndose, posteriormente, a realizar el correspondiente reequilibrio generación-demanda (fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.10.</p><p>En concreto este indicador se refiere al coste asociado al proceso de solución de restricciones técnicas por garantía del suministro.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>"
701,Energía asignada restricciones técnicas diario Fase I subir,Fase I subir,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase I a subir.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>
702,Energía asignada restricciones técnicas diario Fase I bajar,Fase I bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase I a bajar.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>
703,Energía asignada restricciones técnicas diario Fase II subir,Fase II subir,"<p>Proceso de soluci&oacute;n de restricciones t&eacute;cnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n y el posterior proceso de reequilibrio generaci&oacute;n-demanda (Fase II).</p>

<p>Este servicio se encuentra regulado en el P.O.-3.2.</p>

<p>En concreto este indicador se refiere a la energ&iacute;a asignada en el mercado de seguridad del diario en la fase II a subir.</p>

<p><b>Publicaci&oacute;n:</b> diariamente sobre las 17:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>
"
704,Energía asignada restricciones técnicas diario Fase II bajar,Fase II bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase II a bajar.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>
